StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
1234567890123,A01,1,no response,D,No,FSAS - Random 5261
1234567890123,A02,2,A,A,Yes,FSAS - Random 5261
1234567890123,A03,3,B,A,No,FSAS - Random 5261
1234567890123,A04,4,no response,C,No,FSAS - Random 5261
1234567890123,A05,5,A,D,No,FSAS - Random 5261
1234567890123,A06,6,B,A,No,FSAS - Random 5261
1234567890123,A07,7,C,D,No,FSAS - Random 5261
1234567890123,A08,8,B,A,No,FSAS - Random 5261
1234567890123,A09,9,A,A,Yes,FSAS - Random 5261
1234567890123,A10,10,B,B,Yes,FSAS - Random 5261
1234567890123,A11,11,no response,B,No,FSAS - Random 5261
1234567890123,A12,12,B,D,No,FSAS - Random 5261
1234567890123,A13,13,B,A,No,FSAS - Random 5261
1234567890123,A14,14,C,D,No,FSAS - Random 5261
1234567890123,A15,15,D,B,No,FSAS - Random 5261
1234567890123,A16,16,B,C,No,FSAS - Random 5261
1234567890123,A17,17,A,A,Yes,FSAS - Random 5261
1234567890123,A18,18,B,C,No,FSAS - Random 5261
1234567890123,A19,19,A,B,No,FSAS - Random 5261
1234567890123,A20,20,D,A,No,FSAS - Random 5261
1234567890123,B01,21,no response,A,No,FSAS - Random 5261
1234567890123,B02,22,B,A,No,FSAS - Random 5261
1234567890123,B03,23,B,C,No,FSAS - Random 5261
1234567890123,B04,24,A,B,No,FSAS - Random 5261
1234567890123,B05,25,no response,A,No,FSAS - Random 5261
1234567890123,B06,26,B,D,No,FSAS - Random 5261
1234567890123,B07,27,no response,B,No,FSAS - Random 5261
1234567890123,B08,28,no response,C,No,FSAS - Random 5261
1234567890123,B09,29,no response,A,No,FSAS - Random 5261
1234567890123,B10,30,B,B,Yes,FSAS - Random 5261
1234567890123,B11,31,A,A,Yes,FSAS - Random 5261
1234567890123,B12,32,B,A,No,FSAS - Random 5261
1234567890123,B13,33,no response,C,No,FSAS - Random 5261
1234567890123,B14,34,C,D,No,FSAS - Random 5261
1234567890123,B15,35,B,B,Yes,FSAS - Random 5261
1234567890123,C01,36,no response,B,No,FSAS - Random 5261
1234567890123,C02,37,B,B,Yes,FSAS - Random 5261
1234567890123,C03,38,A,D,No,FSAS - Random 5261
1234567890123,C04,39,B,B,Yes,FSAS - Random 5261
1234567890123,C05,40,B,B,Yes,FSAS - Random 5261
1234567890123,C06,41,C,C,Yes,FSAS - Random 5261
1234567890123,C07,42,D,A,No,FSAS - Random 5261
1234567890123,C08,43,C,A,No,FSAS - Random 5261
1234567890123,C09,44,B,D,No,FSAS - Random 5261
1234567890123,C10,45,A,B,No,FSAS - Random 5261
